_id,name,gender,birthDate,enrollmentDate,classId,contact.phone,contact.email,contact.emergencyContact,address,profile.height,profile.weight,profile.healthStatus
S20230431,吴宇宇,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,1482319coy0,202304_31@school.edu.cn,139fc7x05d,East FrankieDare Motorway 2栋102室,196,61.351689901587754,良好
S20230432,罗军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202304,12kk4ovecjl,202304_32@school.edu.cn,138hifcm74,Lake MarieCarroll Mountains 3栋103室,197,56.62282791707752,良好
S20230501,马杰杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,11wufra74aq,202305_1@school.edu.cn,13pcjw856l,AuerboroughBrekke Mount 2栋102室,166,50.09951613170393,良好
S20230502,罗军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,151wcqq2sfx,202305_2@school.edu.cn,13a3knan82,West CasperKing Meadows 3栋103室,167,52.15130394232334,合格
S20230503,林静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,125e6jzrvpi,202305_3@school.edu.cn,135yshrjag,Lake AlainaburghGoodwin Way 4栋104室,158,67.94794415473713,良好
S20230504,吴阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,11cu4qco1a2,202305_4@school.edu.cn,13enqwfjaf,AltadenaJoaquin Freeway 5栋105室,169,64.63014815682477,优秀
S20230505,高浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,15emxp31xt2,202305_5@school.edu.cn,130ldtg9z7,MooremouthHalvorson Corner 1栋106室,170,53.577563563533865,良好
S20230506,王雪,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,1401z708c7j,202305_6@school.edu.cn,13eevowoyp,KuhlmanburghWeissnat Pass 2栋107室,161,60.439466623926386,合格
S20230507,徐杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,12zm21a3bme,202305_7@school.edu.cn,13jwige45u,St. PetersDaron Drive 3栋108室,172,58.28381276503139,优秀
S20230508,刘杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,18ox2ly8bqt,202305_8@school.edu.cn,13j4wmo836,IrvingHowell Crest 4栋109室,173,50.39332257802824,合格
S20230509,张芳,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,18js5fvxnu5,202305_9@school.edu.cn,13n54v0g8v,East EllenWilkinson Greens 5栋110室,164,65.06315195461278,合格
S20230510,马杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,115igqeaahi,202305_10@school.edu.cn,13uj3l932s,O'ReillyvilleHassie Springs 1栋101室,175,59.0135761387468,优秀
S20230511,刘军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,12gwoeptfn2,202305_11@school.edu.cn,13f5vvgyd2,South NikolasEbert Divide 2栋102室,176,57.1815955128441,优秀
S20230512,周婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,12909eq5xma,202305_12@school.edu.cn,13mv3ii46d,New AlbaKohler Drive 3栋103室,167,60.24640497524058,优秀
S20230513,周伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,10xbk0rxgcp,202305_13@school.edu.cn,13qmeboie7,HaleystadHand Curve 4栋104室,178,62.69191224251335,优秀
S20230514,马伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,11vyooqhopz,202305_14@school.edu.cn,13xlfab6gq,South ChelseyFrieda Estates 5栋105室,179,58.019825461548905,合格
S20230515,马芳,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,16oqo8gxn10,202305_15@school.edu.cn,13a9c3td9j,New MartabergWisoky Rest 1栋106室,170,68.69917548111029,合格
S20230516,朱宇,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,12u66zb5jo3,202305_16@school.edu.cn,13q1hx7ehl,Lake WillportEusebio Manor 2栋107室,181,61.90212512654741,良好
S20230517,陈伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,18ed9eaoyn8,202305_17@school.edu.cn,13oymnmymv,Cuyahoga FallsDenesik Shoal 3栋108室,182,51.8909199186463,合格
S20230518,胡静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,16h2fjgrwsy,202305_18@school.edu.cn,13ndeizum8,RutherfordhavenRandal Inlet 4栋109室,173,63.97490688953303,良好
S20230519,杨伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,183a9jebzjp,202305_19@school.edu.cn,13sid5ghs9,West HavenCronin Way 5栋110室,184,50.723999342478116,优秀
S20230520,林强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,14p437roxbi,202305_20@school.edu.cn,13fh5stcto,SpringdaleStoltenberg Ridges 1栋101室,185,53.94470900558708,合格
S20230521,周雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,13s7c2yxcqi,202305_21@school.edu.cn,13q7ci828d,FlorinErnestina Tunnel 2栋102室,176,59.44243880051382,优秀
S20230522,陈军军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,14jdxkxp5jg,202305_22@school.edu.cn,13mpf873fy,Mount PleasantDach Trail 3栋103室,187,52.101480314038625,合格
S20230523,高军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,14g45bm118p,202305_23@school.edu.cn,139e5pazkz,North BernadineHaylee Meadows 4栋104室,188,60.115784354270296,合格
S20230524,林静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,13c166xe3c8,202305_24@school.edu.cn,13dmtsf6va,TillmanlandKovacek Spring 5栋105室,179,56.31815292286201,良好
S20230525,刘强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202305,1301gbsm3hc,202305_25@school.edu.cn,13u6ekiivc,Baldwin ParkSven Pike 1栋106室,190,53.86523457878584,优秀
S20230601,周明明,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,15kqre9vmzq,202306_1@school.edu.cn,13thlcyylg,East VernasideStehr Wall 2栋102室,166,56.58580780028072,良好
S20230602,周军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,11xx7i6nwrk,202306_2@school.edu.cn,13vyg2l0rb,QuigleyburghSamanta Station 3栋103室,167,51.46894128444757,优秀
S20230603,徐婷婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,14xirhxecmb,202306_3@school.edu.cn,13jqmpckho,Port TheresehavenKshlerin Street 4栋104室,158,54.639507705379046,优秀
S20230604,周伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,1248h0402cd,202306_4@school.edu.cn,13bbd0oz96,DayneshireSatterfield Crossroad 5栋105室,169,59.32652454010814,合格
S20230605,王浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,14dxo0afvj3,202306_5@school.edu.cn,13lpss6w6o,WardboroughGutkowski Road 1栋106室,170,57.709206084487704,合格
S20230606,周雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,16k1t2lqec0,202306_6@school.edu.cn,13zalghjsz,NorvaltonCaroline Ridges 2栋107室,161,51.995897794370755,优秀
S20230607,黄军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,17jk1uhgl8z,202306_7@school.edu.cn,13r2z2bh3w,GlendaleSchuster Heights 3栋108室,172,51.25423057269284,合格
S20230608,胡强强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,182fokprh1t,202306_8@school.edu.cn,131gtny4nq,East CassandramouthAlbin Wells 4栋109室,173,61.31089781757406,良好
S20230609,张芳,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,15mul9cmnr1,202306_9@school.edu.cn,13wabkvmjc,West AlexandreBergnaum Junctions 5栋110室,164,54.02285333490552,良好
S20230610,林军,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,18dr4d7xy77,202306_10@school.edu.cn,13cbqld4h0,VallejoJacobson Pine 1栋101室,175,65.91647573031366,良好
S20230611,黄阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,116hr0wqo10,202306_11@school.edu.cn,135bodo3xg,Spokane ValleyRoxanne Drive 2栋102室,176,66.1800266400156,良好
S20230612,林静,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,15cf4omhr22,202306_12@school.edu.cn,13g6d96k7t,Port LurlinestadBarton Keys 3栋103室,167,60.007909888756096,合格
S20230613,周伟,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,10xvy3bimny,202306_13@school.edu.cn,13q2h41jet,Chino HillsMarquardt Ways 4栋104室,178,53.07952720137114,合格
S20230614,孙明,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,10rfsieccfh,202306_14@school.edu.cn,13fewf2xod,Daly CityMagdalena Road 5栋105室,179,66.82649306750051,合格
S20230615,陈雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,10zlolsw06a,202306_15@school.edu.cn,13sytre5ma,New LucienneMonahan Roads 1栋106室,170,64.70621902176205,优秀
S20230616,杨宇宇,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,13u8914zy76,202306_16@school.edu.cn,13dtxtc1j2,BrentwoodGardner Plain 2栋107室,181,68.9404674656292,优秀
S20230617,徐强强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,154zkvaidg3,202306_17@school.edu.cn,135rfmr0fq,Lake EmeraldRatke Burgs 3栋108室,182,52.58793496940726,良好
S20230618,徐婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,14i3lg384b6,202306_18@school.edu.cn,138pz91558,South EdytheBeatty Brook 4栋109室,173,66.24334116922047,优秀
S20230619,刘浩浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,12q6rgto6b1,202306_19@school.edu.cn,13iybde2hz,New JoaquinvilleDeshaun Brooks 5栋110室,184,59.377813525714885,优秀
S20230620,周浩浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,13lgaw5kcj3,202306_20@school.edu.cn,13rjhmvzog,New KennaCrooks Isle 1栋101室,185,67.05248724148018,优秀
S20230621,张雪,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,11j52ukja88,202306_21@school.edu.cn,133z5k2es5,IsomboroughConroy Common 2栋102室,176,65.67301733283443,良好
S20230622,吴明,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,128sogofmqx,202306_22@school.edu.cn,13j8byiazo,AkronRutherford Centers 3栋103室,187,64.50679064664668,良好
S20230623,黄强强,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,15gm4n71s3k,202306_23@school.edu.cn,138flut4wo,South JacquesAgustin Junctions 4栋104室,188,59.274045989928595,优秀
S20230624,王婷婷,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,16ypov0sya1,202306_24@school.edu.cn,13ikqe8nlq,South LurlineCharity Estates 5栋105室,179,61.76123447396316,合格
S20230625,杨阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,160rf5ddyhm,202306_25@school.edu.cn,13ro5hp22d,TremblayshireEbert Centers 1栋106室,190,62.47093791600204,优秀
S20230626,朱阳,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,10obz545inq,202306_26@school.edu.cn,13lszpac91,NayeliburyKessler Greens 2栋107室,191,61.95917406060144,优秀
S20230627,朱雨,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,15zafokzl3m,202306_27@school.edu.cn,13zqwpoex9,BrockboroughAufderhar Shoals 3栋108室,182,56.51026363814688,良好
S20230628,李杰杰,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,14y14o3tff6,202306_28@school.edu.cn,136hopw9rh,JaylenmouthCortney Wall 4栋109室,193,63.37654170140391,优秀
S20230629,胡浩浩,男,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,10babmpd13k,202306_29@school.edu.cn,13gyty3lpv,MurphymouthKorbin Groves 5栋110室,194,67.17583174895577,合格
S20230630,杨芳芳,女,2005-12-15T00:00:00.000Z,2023-08-31T16:00:00.000Z,202306,15ilfc57w8v,202306_30@school.edu.cn,13efvb3txj,GuaynaboMaximus Courts 1栋101室,185,55.959157379695846,合格
